Name,Isomeric SMILES,Model,BetaT,GammaT,BetaV,GammaV,Fij,Tred_0,Tred_0_1,Tred_0_2,Tred_0_3,Tred_0_4,Tred_0_5,Tred_0_6,Tred_0_7,Tred_0_8,Tred_0_9,Tred_1,Dred_0,Dred_0_1,Dred_0_2,Dred_0_3,Dred_0_4,Dred_0_5,Dred_0_6,Dred_0_7,Dred_0_8,Dred_0_9,Dred_1
Carbon monoxide/Ethane                                    [CO/C2],[C-]#[O+].CC,KW0,1,1.069224728,1,1.201417898,0,305.322,287.402446,269.6325262,252.0122407,234.5415894,217.2205722,200.0491894,183.0274407,166.1553262,149.432846,132.86,6.856886685,6.927904641,7.042834568,7.206050534,7.424139328,7.70661148,8.067042194,8.524922576,9.108749411,9.861399825,10.85
Carbon monoxide/Carbon dioxide                            [CO/CO2],[C-]#[O+].C(=O)=O,KW0,0.993245,1.068392,1.030855,1.245499,0,304.1282,286.1201216,268.4001577,250.9340312,233.6872791,216.6252516,199.7131108,182.9158294,166.1981893,149.5247807,132.86,10.6249063,10.14727484,9.831337179,9.642147028,9.557875338,9.56512637,9.656340106,9.828340346,10.08156688,10.41976143,10.85
Carbon monoxide/Hydrogen sulfide                          [CO/H2S],[C-]#[O+].S,KW0,1.025536736,1.022749748,0.795660392,1.101731308,0,373.1,345.3575012,318.0607297,291.3575014,265.3926361,240.3080328,216.2427427,193.3330409,171.7124946,151.5120306,132.86,10.19,10.41755487,10.49442108,10.44565785,10.31104407,10.13852805,9.97967905,9.889468499,9.932405759,10.19943453,10.85
Carbon monoxide/Propane                                   [CO/C3],[C-]#[O+].CCC,KW0,1,1.197564208,1,1.108143673,0,369.89,348.725946,326.9976817,304.7052073,281.8485226,258.4276277,234.4425226,209.8932073,184.7796817,159.101946,132.86,5,5.244201845,5.523431784,5.845210771,6.219412732,6.659260231,7.182872682,7.815761314,8.595022944,9.576754763,10.85
Carbon monoxide/Isobutane                                 [CO/C4I],[C-]#[O+].CC(C)C,KW0,1,1.161390082,1,1.087272232,0,407.81,380.3152124,352.8203776,325.3254956,297.8305663,270.3355899,242.8405663,215.3454956,187.8503776,160.3552124,132.86,3.879756788,4.145693481,4.450876955,4.804687337,5.219752689,5.713488007,6.310600918,7.047355326,7.97922244,9.195538119,10.85
Carbon monoxide/Butane                                    [CO/C4],[C-]#[O+].CCCC,KW0,1,1.173916162,1,1.084740904,0,425.125,395.8985,366.672,337.4455,308.219,278.9924999,249.766,220.5395,191.313,162.0865,132.86,3.922769613,4.190243286,4.496876182,4.851947134,5.267917876,5.761925857,6.358204169,7.092177946,8.017769091,9.221281011,10.85
Carbon monoxide/Isopentane                                [CO/C5I],[C-]#[O+].CCC(C)C,KW0,1,1.199326059,1,1.116694577,0,460.35,427.601,394.852,362.103,329.354,296.605,263.856,231.107,198.358,165.609,132.86,3.271,3.516646684,3.80218444,4.138188963,4.539336694,5.026605765,5.631064958,6.400770106,7.414212001,8.808942889,10.85
Carbon monoxide/Pentane                                   [CO/C5],[C-]#[O+].CCCCC,KW0,1,1.206043295,1,1.119954454,0,469.659,435.9804231,402.3015521,368.6223872,334.9429282,301.2631752,267.5831282,233.9027872,200.2221521,166.5412231,132.86,3.25991,3.504076861,3.788049162,4.122424303,4.521927818,5.007640362,5.610840704,6.380021044,7.394617224,8.794375628,10.85
Carbon monoxide/Hexane                                    [CO/C6],[C-]#[O+].CCCCCC,KW0,1,1.233272781,1,1.155145836,0,507.82,470.324,432.828,395.332,357.836,320.34,282.844,245.348,207.852,170.356,132.86,2.706,2.925591886,3.183971914,3.492412837,3.867024129,4.331657763,4.92319489,5.70184946,6.7730867,8.339965422,10.85
Carbon monoxide/Heptane                                   [CO/C7],[C-]#[O+].CCCCCCC,KW0,1,1.256123503,1,1.190354273,0,540.2,499.4636247,458.7277773,417.9924577,377.2576659,336.523402,295.7896659,255.0564577,214.3237773,173.5916247,132.86,2.33,2.528180267,2.763307036,3.046774148,3.395197176,3.833791865,4.402765444,5.170402724,6.262758857,7.941140629,10.85
Carbon monoxide/Octane                                    [CO/C8],[C-]#[O+].CCCCCCCC,KW0,1,1.276565536,1,1.219206702,0,568.74,525.1720009,481.5995572,438.0226689,394.4413359,350.8555582,307.2653359,263.6706689,220.0715572,176.4680009,132.86,2.031,2.211344369,2.426661507,2.688216458,3.012694312,3.425905654,3.970013395,4.71891997,5.815057247,7.572792336,10.85
Carbon monoxide/Nonane                                    [CO/C9],[C-]#[O+].CCCCCCCCC,KW0,1,1.294070556,1,1.252151449,0,594.55,548.381,502.212,456.043,409.874,363.705,317.536,271.367,225.198,179.029,132.86,1.81,1.974512367,2.171919929,2.413185058,2.714749793,3.102448657,3.619332842,4.342879257,5.427998895,7.235998526,10.85
Carbon monoxide/Decane                                    [CO/C10],[C-]#[O+].CCCCCCCCCC,KW0,0.952748775,1.803567587,1,0.87018496,0,617.7,591.0980396,561.1279911,527.266615,488.9706199,445.675693,396.7954732,341.7204635,279.8168792,210.4254253,132.86,1.64,1.859398245,2.126089526,2.454758016,2.86628589,3.391194514,4.075552405,4.991612847,6.258097959,8.081706476,10.85
Argon/Butane                                              [AR/C4],[Ar].CCCC,KW0,1,1.245039498,1,1.214638734,0,425.125,402.5801611,378.9466642,354.2245092,328.4136963,301.5142253,273.5260963,244.4493092,214.2838642,183.0297611,150.687,3.922769613,4.178428368,4.480576398,4.842489725,5.283073716,5.830197024,6.52671367,7.442094438,8.696883375,10.5201921,13.40742965
Krypton/Carbon dioxide                                    [KR/CO2],[Kr].C(=O)=O,KW0,0.948047023,1.0466,1,1,0.6362,304.1282,293.979425,284.8189528,276.3560799,268.287838,260.2983399,252.0580837,243.2232114,233.4347181,222.3176093,209.48,10.6249063,10.64706412,10.66929902,10.69161138,10.7140016,10.73647007,10.75901718,10.78164332,10.80434891,10.82713433,10.85
Ethylene/Ethane                                           [ETY/C2],C=C.CC,KW0,1,0.991,1,1.008,0.025,305.322,302.5087253,299.8101339,297.2262258,294.7570009,292.4024592,290.1626009,288.0374258,286.0269339,284.1311253,282.35,6.856886685,6.91924282,6.98464053,7.053220729,7.125135135,7.20054724,7.279633378,7.362583935,7.449604684,7.540918287,7.63676598
Ethylene/Carbon dioxide                                   [ETY/CO2],C=C.C(=O)=O,KW0,1,0.957,0.986193294,0.991,0.014,304.1282,299.6458703,295.6756539,292.2175507,289.2715608,286.8376842,284.9159208,283.5062707,282.6087339,282.2233103,282.35,10.6249063,10.2861872,9.945982139,9.609924137,9.282479116,8.967073947,8.666246776,8.381801467,8.114954533,7.866468074,7.63676598
Ethylene/Isopentane                                       [ETY/C5I],C=C.CCC(C)C,KW0,0.99009901,1.09,1,1,0.4,460.35,445.8803444,430.9173967,415.3698968,399.1458595,382.1525676,364.2965642,345.4836455,325.6188535,304.6064682,282.35,3.271,3.495940255,3.747244799,4.029546576,4.348610563,4.711699951,5.12809405,5.609836651,6.172844021,6.838591651,7.63676598
Ethylene/Pentane                                          [ETY/C5],C=C.CCCCC,KW0,0.99009901,1.1,1,1,0.48,469.659,454.7768598,439.2909936,423.1083776,406.1352488,388.277098,369.4386622,349.5239169,328.4360688,306.077548,282.35,3.25991,3.484800867,3.736135435,4.018576166,4.337928778,4.701513436,5.118690361,5.60162032,6.166392275,6.834743011,7.63676598
Ethylene/Hexane                                           [ETY/C6],C=C.CCCCCC,KW0,0.995024876,1.106,1,1.096,0.649,507.82,489.240704,469.9124459,449.7857914,428.8111092,406.9385699,384.118145,360.2996061,335.4325238,309.4662666,282.35,2.706,2.889986477,3.101530351,3.347320189,3.636399667,3.981304198,4.399926157,4.918718771,5.578511843,6.445813927,7.63676598
Ethylene/Heptane                                          [ETY/C7],C=C.CCCCCCC,KW0,0.985221675,1.15,1,1.085,0.799,540.2,520.2679739,499.4543882,477.6053362,454.5650836,430.1760414,404.278738,376.7117911,347.311879,315.9137115,282.35,2.33,2.512379397,2.723537983,2.970834188,3.264367851,3.618387958,4.053667126,4.601717513,5.312761463,6.272038298,7.63676598
Ethylene/Octane                                           [ETY/C8],C=C.CCCCCCCC,KW0,0.973709834,1.2,1,1.072,0.942,568.74,548.2243685,526.6932731,503.8614924,479.4377593,453.1246006,424.61817,393.6080774,359.777211,322.8015549,282.35,2.031,2.208442743,2.415419085,2.659818388,2.952606364,3.309485927,3.753764219,4.321588505,5.072199083,6.109873598,7.63676598
Ethylene/Nonane                                           [ETY/C9],C=C.CCCCCCCCC,KW0,0.968054211,1.23,1,1.064,1.09,594.55,572.778919,549.9083734,525.5800782,499.4265061,471.0705867,440.1253955,406.1938291,368.868269,327.7302309,282.35,1.81,1.980444491,2.18061133,2.418755674,2.706482049,3.0606328,3.506616421,4.084642949,4.862333417,5.962866135,7.63676598
Ethylene/Decane                                           [ETY/C10],C=C.CCCCCCCCCC,KW0,0.957854406,1.26,1,1.058,1.24,617.7,594.6399813,570.6166485,545.1486341,517.7381398,487.8702303,455.0120889,418.6122348,378.0996985,332.8831534,282.35,1.64,1.803305487,1.996211364,2.227214513,2.50837594,2.857404518,3.301395616,3.883991683,4.680276567,5.831287301,7.63676598
Ethane/Carbon dioxide                                     [C2/CO2],CC.C(=O)=O,KW0,0.986318629,0.90094953,0.997480645,1.032876701,0,304.1282,298.2712354,293.9797592,291.1664495,289.7430246,289.6202303,290.7078258,292.9145705,296.1482098,300.3154612,305.322,10.6249063,10.03950167,9.51982095,9.056042587,8.64022404,8.265875395,7.927644166,7.621078892,7.34244949,7.088609101,6.856886685
Ethane/Hydrogen sulfide                                   [C2/H2S],CC.S,KW0,0.990197354,0.90273666,1.010817909,1.030988277,0,373.1,359.6762741,347.9188773,337.7577393,329.1222387,321.9411975,316.1428758,311.654966,308.4045873,306.3182801,305.322,10.19,9.663002564,9.206109669,8.804637903,8.447428417,8.12584423,7.833096153,7.56377881,7.313544586,7.078870199,6.856886685
Ethane/Propane                                            [C2/C3],CC.CCC,KW0,0.996199694,1.01473019,0.997607277,1.00303472,0.130424765,369.89,363.8589064,357.8158673,351.7300517,345.5705347,339.3062974,332.9062261,326.3391124,319.5736524,312.5784467,305.322,5,5.145034891,5.296614576,5.455439746,5.622317117,5.798177968,5.984100734,6.181338774,6.391354753,6.615863604,6.856886685
Ethane/Isobutane                                          [C2/C4I],CC.CC(C)C,KW0,1,1.033283811,1,1.006616886,0.260632376,407.81,399.0089741,389.8862205,380.4417395,370.6755308,360.5875946,350.1779308,339.4465395,328.3934205,317.0185741,305.322,3.879756788,4.067670064,4.271806451,4.494297585,4.737663417,5.004904754,5.299623584,5.626181424,5.989910498,6.397399511,6.856886685
Ethane/Butane                                             [C2/C4],CC.CCCC,KW0,0.999130554,1.034832749,0.999157205,1.006179146,0.281570073,425.125,414.4666665,403.5352923,392.3231131,380.8223596,369.0252566,356.924024,344.5108759,331.7780212,318.7176632,305.322,3.922769613,4.110177737,4.313234994,4.5339928,4.774880352,5.03879589,5.329225746,5.650401594,6.007510999,6.406983605,6.856886685
Ethane/Isopentane                                         [C2/C5I],CC.CCC(C)C,KW0,1,1.021150247,1,1.045439935,0,460.35,444.8472,429.3444,413.8415999,398.3387999,382.8359999,367.3331999,351.8303999,336.3276,320.8248,305.322,3.271,3.451386016,3.652857165,3.879339844,4.135799852,4.428610694,4.766090459,5.159304682,5.62330279,6.179088314,6.856886685
Ethane/Pentane                                            [C2/C5],CC.CCCCC,KW0,0.998688946,1.066665676,0.993851009,1.026085655,0,469.659,456.1068787,441.9482587,427.1704688,411.7608244,395.7066277,378.9951675,361.6137192,343.5495449,324.7898934,305.322,3.25991,3.451755304,3.663566119,3.899002351,4.162702774,4.460632056,4.800586296,5.192948543,5.651851591,6.197029569,6.856886685
Ethane/Acetone                                            [C2/ACT],CC.CC(=O)C,KW0,1.004722194,0.9769,1,1,2.1862,508.1,484.134469,460.8716546,438.3556384,416.6303356,395.739496,375.7267047,356.6353827,338.5087879,321.3900157,305.322,4.7,4.8615652,5.032504381,5.213617249,5.405795869,5.610038346,5.827465002,6.059337609,6.307082369,6.572317519,6.856886685
Ethane/Methanol                                           [C2/MEO],CC.CO,KW0,0.977,1.011,1,1,2.751,513.38,489.6034937,467.0640113,445.5522085,424.8548627,404.7547832,385.0307178,365.4572581,345.8047408,325.8391473,305.322,8.78517,8.553559304,8.332013218,8.119912137,7.916685863,7.721808782,7.534795601,7.355197567,7.182599097,7.016614777,6.856886685
Ethane/Hexane                                             [C2/C6],CC.CCCCCC,KW0,1,1.092177796,1,1.169701102,0,507.82,491.7979067,474.836323,456.935249,438.0946845,418.3146297,397.5950845,375.936049,353.337523,329.7995067,305.322,2.706,2.845294893,3.008290263,3.200808274,3.430808488,3.709461241,4.052940946,4.485573374,5.045701174,5.797466959,6.856886685
Ethane/Heptane                                            [C2/C7],CC.CCCCCCC,KW0,1,1.134532014,1,1.057666085,0,540.2,523.5517001,505.3835113,485.6954336,464.4874669,441.7596114,417.5118669,391.7442336,364.4567113,335.6493001,305.322,2.33,2.505738074,2.707269151,2.940655448,3.214018158,3.538492594,3.929769416,4.410689267,5.015838839,5.800215195,6.856886685
Ethane/Water                                              [C2/H2O],CC.O,KW0,1,1,1,1,0,647.096,607.2094401,568.5915825,531.242427,495.1619737,460.3502226,426.8071737,394.532827,363.5271825,333.7902401,305.322,17.873728,15.70678307,13.95327074,12.50764399,11.29729907,10.27066733,9.39012267,8.627576384,7.961642013,7.375754153,6.856886685
Ethane/Octane                                             [C2/C8],CC.CCCCCCCC,KW0,0.984068272,1.168636194,1.007469726,1.071917985,0,568.74,550.2668566,530.5344951,509.3635001,486.5721592,461.9764253,435.3898791,406.6236912,375.4865826,341.784785,305.322,2.031,2.1950328,2.386015887,2.610775963,2.878633932,3.202653791,3.601724727,4.104205937,4.754697978,5.627591054,6.856886685
Ethane/Nonane                                             [C2/C9],CC.CCCCCCCCC,KW0,1,1.05603303,1,1.14353473,0,594.55,565.6272,536.7044,507.7816,478.8588,449.936,421.0132,392.0904,363.1676,334.2448,305.322,1.81,1.953717472,2.12224962,2.322630564,2.564830427,2.863465632,3.24086243,3.732912509,4.40122129,5.361159637,6.856886685
Ethane/Decane                                             [C2/C10],CC.CCCCCCCCCC,KW0,0.970918061,1.237191558,0.995676258,1.098361281,0,617.7,597.8302983,576.4078461,553.0824868,527.4958473,499.2810953,468.062689,433.4561162,395.0676253,352.493946,305.322,1.64,1.787974984,1.961434246,2.167614321,2.416788643,2.724047847,3.112498769,3.619403077,4.308976987,5.3021465,6.856886685
Carbon dioxide/Hydrogen sulfide                           [CO2/H2S],C(=O)=O.S,KW0,1.016034583,0.92601888,0.906630564,1.024085837,0,373.1,362.1166425,351.7166302,342.0244523,333.1630088,325.2536355,318.4161296,312.7687732,308.4283577,305.5102068,304.1282,10.19,10.33219961,10.39698289,10.40025633,10.36206777,10.304821,10.25211973,10.22855544,10.26066519,10.37939992,10.6249063
Carbon dioxide/Propylene                                  [CO2/PRY],C(=O)=O.CC=C,KW0,0.997,0.945,1.096,1.014,-0.362,364.211,354.5282806,345.7223262,337.7706481,330.6507037,324.3398958,318.8155733,314.0550304,310.0355066,306.7341866,304.1282,5.457,5.694523507,5.995940078,6.36331905,6.799228229,7.305523809,7.881621435,8.522004521,9.212838556,9.927914861,10.6249063
Carbon dioxide/Propane                                    [CO2/C3],C(=O)=O.CCC,KW0,1.033620538,0.908772477,0.996898004,1.047596298,0,369.89,358.9762759,348.351071,338.2795304,329.0197409,320.822964,313.9338609,308.5907067,305.0255984,303.4646531,304.1282,5,5.280811232,5.593802582,5.945218551,6.343031755,6.797583383,7.322531306,7.936293293,8.664315709,9.542776657,10.6249063
Carbon dioxide/R1234yf                                    [CO2/R1234YF],C(=O)=O.C=C(C(F)(F)F)F,KW0,1.017,1,1,1.015,-0.657,367.85,362.0195538,355.6992901,349.0310373,342.154705,335.208316,328.3280383,321.648216,315.3013998,309.4183769,304.1282,4.17,4.471305629,4.811346725,5.197796037,5.640476734,6.152170932,6.749822527,7.456378482,8.303702295,9.337366274,10.6249063
Carbon dioxide/R1234ze(E)                                 [CO2/R1234ZEE],C(=O)=O.C(=C/F)\C(F)(F)F,KW0,1,1.023,1,1,-0.084,382.513,375.6825878,368.6281605,361.3497181,353.8472607,346.1207883,338.1703007,329.9957981,321.5972805,312.9747478,304.1282,4.29,4.601093723,4.950669137,5.345877232,5.795722133,6.311699192,6.908715741,7.606452149,8.431429987,9.420256364,10.6249063
Carbon dioxide/Isobutane                                  [CO2/C4I],C(=O)=O.CC(C)C,KW0,1.023339824,0.929982936,1.076551882,1.081909003,0,407.81,393.4126157,379.4112202,365.9991889,353.366312,341.6988775,331.1797513,321.9884556,314.3012448,308.2911799,304.1282,3.879756788,4.111135988,4.397447964,4.747941807,5.174945127,5.694591497,6.327735375,7.100978006,8.047551671,9.207399103,10.6249063
Carbon dioxide/Butane                                     [CO2/C4],C(=O)=O.CCCC,KW0,1.018171004,0.911498231,1.174760923,1.222437324,0,425.125,407.2400285,390.2533425,374.3138805,359.5684281,346.1616564,334.23616,323.9324941,315.3892111,308.7428957,304.1282,3.922769613,4.038395978,4.240005242,4.529568928,4.916197047,5.415661672,6.050683175,6.851352646,7.854701849,9.101344719,10.6249063
Carbon dioxide/Pentane                                    [CO2/C5],C(=O)=O.CCCCC,KW0,1.027000795,0.979217302,1.024311498,1.068406078,0,469.659,451.5062139,433.0540534,414.5573491,396.2654722,378.4224802,361.2672572,345.0336509,329.950604,316.2422827,304.1282,3.25991,3.512425534,3.809235515,4.161041515,4.58224704,5.092656437,5.720195853,6.505448661,7.509585456,8.829061091,10.6249063
Carbon dioxide/Acetone                                    [CO2/ACT],C(=O)=O.CC(=O)C,KW0,0.97837785,1.0433,1,1.1177,1.6093,508.1,487.1381854,466.8582234,447.057801,427.5310829,408.0686352,388.4573458,368.4803436,347.9169153,326.5424197,304.1282,4.7,4.937070752,5.209247142,5.524338385,5.892691074,6.328308058,6.850616871,7.487374808,8.279665163,9.2909802,10.6249063
Carbon dioxide/Methanol                                   [CO2/MEO],C(=O)=O.CO,KW0,0.996,1.015,1.026,1.236,1.77,513.38,490.8393188,468.7599399,447.1037151,425.8323737,404.9075224,384.2906447,363.9431004,343.8261251,323.9008298,304.1282,8.78517,8.570433668,8.457208472,8.431752615,8.48650301,8.61859288,8.829154773,9.123179372,9.509858495,10.00345938,10.6249063
Carbon dioxide/Hexane                                     [CO2/C6],C(=O)=O.CCCCCC,KW0,1,1.038675574,1,0.851343711,0,507.82,487.849818,467.7909698,447.6434554,427.4072747,407.0824278,386.6689147,366.1667354,345.5758898,324.896378,304.1282,2.706,3.019766582,3.387925895,3.822740908,4.339691602,4.958301177,5.703043019,6.604141343,7.697788616,9.024710022,10.6249063
Carbon dioxide/Cyclohexane                                [CO2/CC6],C(=O)=O.C1CCCCC1,KW0,1,1,1.19,1.0106,0.0184,553.6,525.3155113,497.7726468,470.9714064,444.9117902,419.5937981,395.0174302,371.1826864,348.0895668,325.7380713,304.1282,3.224,3.450134458,3.750115561,4.135103072,4.620960701,5.228052271,5.980082839,6.900322584,8.002182517,9.26968961,10.6249063
Carbon dioxide/Dimethyl carbonate                         [CO2/DMC],C(=O)=O.COC(=O)OC,KW0,0.967,1.0856,1,0.9916,1.5222,557,532.4916746,508.7254868,485.3741347,462.1015915,438.5628132,414.4034338,389.2594485,362.7568836,334.5114529,304.1282,4,4.311724051,4.664091339,5.064964807,5.524315571,6.054972431,6.673714341,7.402903759,8.273001047,9.326568581,10.6249063
Carbon dioxide/Heptane                                    [CO2/C7],C(=O)=O.CCCCCCC,KW0,1.011806317,1.046169823,1.205469976,1.164585914,0,540.2,517.648804,494.5391519,470.9944708,447.1370258,423.0879342,398.9671787,374.8936207,350.9850134,327.3580148,304.1282,2.33,2.487532642,2.706559379,2.998665854,3.382561221,3.88658121,4.552957211,5.444555194,6.654779659,8.319817366,10.6249063
Carbon dioxide/Toluene                                    [CO2/TOL],C(=O)=O.CC1=CC=CC=C1,KW0,1,1.024,1.047,1.134,1.257,591.75,560.5521538,529.8955667,499.7802388,470.2061701,441.1733605,412.6818101,384.7315188,357.3224867,330.4547138,304.1282,3.169,3.386387452,3.649991621,3.970827069,4.364133082,4.851403609,5.463735452,6.247593036,7.275275658,8.665225824,10.6249063
Carbon dioxide/Octane                                     [CO2/C8],C(=O)=O.CCCCCCCC,KW0,1.02969078,1.074455386,1.026169373,1.104043935,0,568.74,546.0479323,521.6467798,495.8768984,469.0706322,441.5525489,413.6396651,385.6416651,357.8611116,330.5936489,304.1282,2.031,2.228982562,2.467218927,2.75798217,3.118991045,3.576763946,4.172789285,4.975715626,6.107734145,7.809052281,10.6249063
Carbon dioxide/Nonane                                     [CO2/C9],C(=O)=O.CCCCCCCCC,KW0,1.00768862,1.140671202,1,0.973386152,0,594.55,572.4707608,548.6038783,523.040443,495.8709864,467.1854853,437.0733659,405.6235083,372.9242505,339.0633923,304.1282,1.81,2.024722851,2.282387507,2.595952902,2.98394628,3.473757416,4.107566748,4.953734184,6.130566301,7.861598874,10.6249063
Carbon dioxide/Decane                                     [CO2/C10],C(=O)=O.CCCCCCCCCC,KW0,1.02002879,1.145512213,1.000151132,1.183394668,0,617.7,594.1704214,568.2535803,540.1991973,510.2530163,478.6568826,445.6488208,411.4631092,376.3303537,340.4775593,304.1282,1.64,1.80591787,2.005208231,2.248928785,2.5536217,2.945194689,3.466641095,4.194903888,5.282626653,7.081616154,10.6249063
Carbon dioxide/Dodecane                                   [CO2/C12],C(=O)=O.CCCCCCCCCCCC,KW0,1,1.258,1,1,-1.539,658.1,637.4064788,613.4454778,586.2169971,555.7210367,521.9575966,484.9266767,444.6282771,401.0623978,354.2290388,304.1282,1.33,1.499055668,1.704972988,1.960098412,2.28277479,2.701430501,3.262524397,4.047370805,5.212057163,7.098357727,10.6249063
Hydrogen sulfide/Propane                                  [H2S/C3],S.CCC,KW0,1.007482009,0.905829247,1.067450923,1.010593999,0,369.89,364.2749956,359.8168857,356.5771386,354.6168556,353.9967734,354.7772673,357.0183535,360.779692,366.1205891,373.1,5,5.252595676,5.556268039,5.915213224,6.334130173,6.817653233,7.369418308,7.990564466,8.677453718,9.418464271,10.19
Hydrogen sulfide/Isobutane                                [H2S/C4I],S.CC(C)C,KW0,1.02611404,0.937130844,0.987172258,0.988591117,0,407.81,401.2182512,394.6948842,388.4828646,382.8201228,377.9396832,374.0697903,371.4340303,370.25145,370.7366708,373.1,3.879756788,4.186353905,4.529496682,4.916167514,5.355377268,5.858971735,6.44285339,7.128890594,7.948011216,8.945435757,10.19
Hydrogen sulfide/Butane                                   [H2S/C4],S.CCCC,KW0,1.01423696,0.926156602,1.101184347,1.033366041,0,425.125,415.2287971,406.0352739,397.6746079,390.2754999,383.9651955,378.8695054,375.1128256,372.818157,372.1071253,373.1,3.922769613,4.15950928,4.455341892,4.818288496,5.258667145,5.788943652,6.423156502,7.175404608,8.056540385,9.067801334,10.19
Hydrogen sulfide/Isopentane                               [H2S/C5I],S.CCC(C)C,KW0,1,0.982651529,1,0.835763343,0,460.35,449.9186796,439.8665415,430.1935857,420.8998123,411.9852211,403.4498123,395.2935857,387.5165415,380.1186796,373.1,3.271,3.621865483,4.024903689,4.488855773,5.023532134,5.639497605,6.347319155,7.156079072,8.070747369,9.087965549,10.19
Hydrogen sulfide/Pentane                                  [H2S/C5],S.CCCCC,KW0,1.039493853,0.959065662,1.01562725,1.076539234,0,469.659,458.6730323,446.9324849,434.8528443,422.8366284,411.2738884,400.5426877,391.0095593,383.0299414,376.9485947,373.1,3.25991,3.504157898,3.789182604,4.124813432,4.524292136,5.005871954,5.595406498,6.330724399,7.269411577,8.503556988,10.19
Hydrogen sulfide/Hexane                                   [H2S/C6],S.CCCCCC,KW0,1.014310796,0.956075596,1.325426795,1.339283552,0,507.82,490.8275083,474.2313151,458.179079,442.816775,428.2887191,414.7375915,402.3044598,391.1288016,381.3485268,373.1,2.706,2.768952313,2.928487051,3.181239137,3.537494615,4.019478511,4.662856578,5.520136947,6.664485747,8.189379099,10.19
Hydrogen sulfide/Heptane                                  [H2S/C7],S.CCCCCCC,KW0,1.011186333,1.013453092,1.206320399,1.087956749,0,540.2,523.9198684,507.2152157,490.2113448,473.0324411,455.801585,438.6407638,421.6708842,405.0117841,388.7822442,373.1,2.33,2.504070185,2.739533366,3.048606793,3.449974456,3.970729285,4.649190003,5.538213363,6.707210679,8.236850712,10.19
Hydrogen sulfide/Water                                    [H2S/H2O],S.O,KW0,1,0.940587083,1,1.014832832,0,647.096,611.0682568,576.9578788,544.764866,514.4892183,486.1309357,459.6900183,435.166466,412.5602788,391.8714568,373.1,17.873728,16.66286248,15.59736915,14.65264325,13.80933465,13.05201621,12.36823762,11.74784042,11.18245389,10.66511839,10.19
Hydrogen sulfide/Nonane                                   [H2S/C9],S.CCCCCCCCC,KW0,1,1.086557826,1,1.082905109,0,594.55,577.4318837,559.1966822,539.8443953,519.3750232,497.7885659,475.0850232,451.2643953,426.3266822,400.2718837,373.1,1.81,2.000759903,2.228446423,2.504475138,2.845464182,3.276573511,3.83779399,4.596751091,5.677538637,7.33517023,10.19
Hydrogen sulfide/Decane                                   [H2S/C10],S.CCCCCCCCCC,KW0,1.027652682,1.103693489,1.025443545,1.171714677,0,617.7,601.5311585,582.5590977,561.1580016,537.693846,512.5246226,486.0005551,458.4643094,430.2511956,401.6893651,373.1,1.64,1.801016163,1.996304294,2.23704014,2.539803894,2.930269665,3.450390897,4.173669061,5.241558277,6.965367697,10.19
Hydrogen sulfide/Dodecane                                 [H2S/C12],S.CCCCCCCCCCCC,KW0,1,1.214,1,1,-1.808,658.1,645.0723776,628.6064491,608.7022145,585.3596737,558.5788268,528.3596737,494.7022145,457.6064491,417.0723776,373.1,1.33,1.49715799,1.700356352,1.951527176,2.268325972,2.677981022,3.224715347,3.985310241,5.105545637,6.899560781,10.19
Propane/Isobutane                                         [C3/C4I],CCC.CC(C)C,KW0,0.998012298,1.005250774,0.999243146,1.001156119,-0.055160977,407.81,404.1900045,400.5813641,396.9655388,393.3239589,389.6380251,385.8891087,382.0585511,378.1276641,374.0777297,369.89,3.879756788,3.971778705,4.067365179,4.166786136,4.270340623,4.378360648,4.491215629,4.609317588,4.733127229,4.86316109,5
Propane/Butane                                            [C3/C4],CCC.CCCC,KW0,1.000310289,1.007392782,0.999795868,1.003264179,0.03125726,425.125,419.9741345,414.7325261,409.4031517,403.9889877,398.4930097,392.9181923,387.2675097,381.5439352,375.7504413,369.89,3.922769613,4.010324528,4.101552893,4.196708672,4.296069943,4.399941818,4.508659788,4.622593591,4.742151675,4.867786384,5
Propane/Isopentane                                        [C3/C5I],CCC.CCC(C)C,KW0,0.994364425,1.0032695,1.040459289,0.999432118,0,460.35,450.765411,441.4490685,432.3457023,423.3997925,414.5555682,405.7570062,396.9478294,388.0715053,379.0712446,369.89,3.271,3.379741885,3.506150529,3.649915625,3.810478674,3.986813373,4.177160055,4.378714995,4.58729162,4.79699668,5
Propane/Pentane                                           [C3/C5],CCC.CCCCC,KW0,0.996484021,1.008344412,1.044919431,1.019921513,0,469.659,459.5596752,449.5818283,439.690281,429.8497565,420.0248782,410.1801698,400.280055,390.288857,380.1707983,369.89,3.25991,3.356650761,3.473348785,3.609693739,3.765285946,3.939403893,4.130722257,4.336970763,4.554538285,4.778051871,5
Propane/Methanol                                          [C3/MEO],CCC.CO,KW0,0.992,0.922,1,1,2.715,513.38,491.3927781,471.3071629,453.0474286,436.5373641,421.7002681,408.4589459,396.7357052,386.4523521,377.5301869,369.89,8.78517,8.215502977,7.705647577,7.246915056,6.832210893,6.455685775,6.112474394,5.798497309,5.510308811,5.244978777,5
